SMILES;SLC6A19_score;SLC6A20_score;source
CC[NH+](CC)CCc1nc(-c2ccccc2)no1;-5.54947;5;nur SLC6A19
CC[NH+](CC)[C@H](C)C(=O)c1ccccc1;-6.29317;5;nur SLC6A19
CC[NH2+][C@@H](C)Cc1cccc(C(F)(F)F)c1;-7.41109;5;nur SLC6A19
CC[NH2+][C@H](C)Cc1cccc(C(F)(F)F)c1;-5.70611;5;nur SLC6A19
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1;-6.93237;5;nur SLC6A19
CN1C(=O)C[C@@H](c2ccccc2)C1=O;-5.69525;5;nur SLC6A19
CN1C(=O)C[C@](C)(c2ccccc2)C1=O;-6.12014;5;nur SLC6A19
CNC(=NC#N)NCCSCc1[nH+]c[nH]c1C;-3.98602;5;nur SLC6A19
CNC(=NC#N)NCCSCc1[nH]cnc1C;-2.69087;5;nur SLC6A19
CNC(=NC#N)NCCSCc1nc[nH]c1C;-1.9476;5;nur SLC6A19
CNNCc1ccc(C(=O)NC(C)C)cc1;-1.14136;5;nur SLC6A19
COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12;-6.19508;5;nur SLC6A19
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1;-4.97708;5;nur SLC6A19
COc1c2ccoc2cc2oc(=O)ccc12;-6.94051;5;nur SLC6A19
COc1c2occc2cc2ccc(=O)oc12;-4.84298;5;nur SLC6A19
COc1ccc(C[NH+]2CC[NH2+]CC2)c(OC)c1OC;-5.37147;5;nur SLC6A19
COc1ccc(OC)c([C@@H](O)CNC(=O)CN)c1;-4.01137;5;nur SLC6A19
COc1ccc(OC)c([C@@H](O)CNC(=O)C[NH3+])c1;-2.73362;5;nur SLC6A19
COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1;-2.1859;5;nur SLC6A19
COc1ccc2[nH]cc(CCNC(C)=O)c2c1;-6.05525;5;nur SLC6A19
COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1;-3.20395;5;nur SLC6A19
COc1ccc2cccc(CCNC(C)=O)c2c1;-4.96937;5;nur SLC6A19
COc1ccccc1OC[C@H](O)COC(N)=O;-6.42323;5;nur SLC6A19
COc1nc(C)nc(Cl)c1N=C1NCCN1;-2.29738;5;nur SLC6A19
COc1nc(C)nc(Cl)c1NC1=[NH+]CCN1;-3.40679;5;nur SLC6A19
CS(=O)(=O)OCCCCOS(C)(=O)=O;-5.85047;5;nur SLC6A19
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O;-7.25243;5;nur SLC6A19
C[C@@H](C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1;-4.67898;5;nur SLC6A19
C[C@@H](C(=O)[O-])c1ccc(C[C@@H]2CCCC2=O)cc1;-5.6899;5;nur SLC6A19
C[C@@H](C(=O)[O-])c1ccc(C[C@H]2CCCC2=O)cc1;-5.42156;5;nur SLC6A19
C[C@@H](C(=O)[O-])c1ccc(N2CC=CC2)c(Cl)c1;-4.61066;5;nur SLC6A19
C[C@@H](CN1CC(=O)NC(=O)C1)[NH+]1CC(=O)NC(=O)C1;-4.23292;5;nur SLC6A19
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SCCNC=[NH2+])C[C@H]12;-4.35853;5;nur SLC6A19
C[C@@H](c1cc2ccccc2s1)N(O)C(N)=O;-3.85815;5;nur SLC6A19
C[C@@H](c1cc2ccccc2s1)N([O-])C(N)=O;-1.73314;5;nur SLC6A19
C[C@@](Cc1ccc(O)c(O)c1)([NH2+]N)C(=O)[O-];-8.06761;5;nur SLC6A19
C[C@@](Cc1ccc(OP(=O)([O-])O)c(O)c1)([NH2+]N)C(=O)[O-];-5.06428;5;nur SLC6A19
C[C@@](Cc1ccc(OP(=O)([O-])[O-])c(O)c1)([NH2+]N)C(=O)[O-];-6.04109;5;nur SLC6A19
C[C@H](C(=O)[O-])c1ccc(C[C@@H]2CCCC2=O)cc1;-4.28091;5;nur SLC6A19
C[C@H](C(=O)[O-])c1ccc(C[C@H]2CCCC2=O)cc1;-5.03681;5;nur SLC6A19
C[C@H](C(=O)[O-])c1ccc(N2CC=CC2)c(Cl)c1;-4.92024;5;nur SLC6A19
C[C@H](C[NH+](C)C)[C@@](C)(O)Cc1ccc(Cl)cc1;-6.4774;5;nur SLC6A19
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)([O-])O;-6.37915;5;nur SLC6A19
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)([O-])[O-];-5.73022;5;nur SLC6A19
C[C@H](O)C(=O)C1=CN=C2NC(N)=[NH+]C([O-])=C2N1;-4.72843;5;nur SLC6A19
C[C@H](O)C(=O)C1=CNc2[nH]c(N)nc(=O)c2N1;-6.22354;5;nur SLC6A19
C[C@H](O)C(=O)C1=CNc2[nH]c(N)nc(=O)c2[N-]1;-6.5926;5;nur SLC6A19
C[C@H](O)C(=O)C1=CNc2nc(N)[nH]c(=O)c2N1;-2.95006;5;nur SLC6A19
C[C@H](O)C(=O)C1=CNc2nc(N)[nH]c(=O)c2[N-]1;-1.95272;5;nur SLC6A19
C[C@H](O)[C@H](O)[C@H]1CNc2[nH+]c(N)nc(N)c2N1;-6.49361;5;nur SLC6A19
C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1;-3.27292;5;nur SLC6A19
C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH+]c(N)c2N1;-3.59783;5;nur SLC6A19
C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1;-5.96011;5;nur SLC6A19
C[C@H](c1cc2ccccc2s1)N(O)C(N)=O;-5.67073;5;nur SLC6A19
C[C@H](c1cc2ccccc2s1)N([O-])C(N)=O;-4.7613;5;nur SLC6A19
C[C@H]1CC[C@@H](NC(=O)N(CCCl)N=O)CC1;-4.96093;5;nur SLC6A19
C[C@H]1CC[C@H](NC(=O)N(CCCl)N=O)CC1;-4.50215;5;nur SLC6A19
C[C@H]1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1;-4.89052;5;nur SLC6A19
C[C@H]1O[C@@H](n2cc(F)c(=O)[n-]c2=O)[C@H](O)[C@@H]1O;-5.41132;5;nur SLC6A19
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O;-6.83722;5;nur SLC6A19
C[C@H]1[C@H](c2ccccc2)OCCN1C;-5.58624;5;nur SLC6A19
C[C@H]1[C@H](c2ccccc2)OCC[N@@H+]1C;-6.31409;5;nur SLC6A19
C[C@]([NH3+])(Cc1ccc(O)c(O)c1)C(=O)[O-];-8.49355;5;nur SLC6A19
C[NH+](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12;-7.00609;5;nur SLC6A19
C[NH2+]NCc1ccc(C(=O)NC(C)C)cc1;-2.29116;5;nur SLC6A19
C[NH2+][C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1;-8.11928;5;nur SLC6A19
C[NH2+][C@]1(c2ccccc2Cl)CCCCC1=O;-6.39268;5;nur SLC6A19
Cc1[n-]c(=O)c(C#N)cc1-c1ccncc1;-2.9069;5;nur SLC6A19
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1;-4.94869;5;nur SLC6A19
Cc1c(-c2cnccn2)ssc1=S;-5.11754;5;nur SLC6A19
Cc1c([NH+](C)C)c(=O)n(-c2ccccc2)n1C;-4.64052;5;nur SLC6A19
Cc1cc(C(=O)NNCc2ccccc2)no1;-6.08013;5;nur SLC6A19
Cc1cc(C)cc(OC[C@@H]2CNC(=O)O2)c1;-5.01946;5;nur SLC6A19
Cc1cc(C2CCCCC2)n([O-])c(=O)c1;-5.58869;5;nur SLC6A19
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1;-2.12682;5;nur SLC6A19
Cc1ccc(-c2ccc(C)c[nH+]2)nc1;-3.98031;5;nur SLC6A19
Cc1ccc(-c2ccc(C)cn2)nc1;-4.47732;5;nur SLC6A19
Cc1ccc(=O)n(-c2ccc(O)cc2)c1;-6.1947;5;nur SLC6A19
Cc1ccc(=O)n(-c2ccccc2)c1;-5.54922;5;nur SLC6A19
Cc1cccc(N2C[C@@H](CO)OC2=O)c1;-7.54808;5;nur SLC6A19
Cc1cccc(N2C[C@H](CO)OC2=O)c1;-6.24298;5;nur SLC6A19
Cc1cccc([C@@H](C)c2c[nH]c[nH+]2)c1C;-4.87617;5;nur SLC6A19
Cc1cccc([C@H](C)c2c[nH]c[nH+]2)c1C;-5.71084;5;nur SLC6A19
Cc1cccc([C@H](C)c2c[nH]cn2)c1C;-4.78103;5;nur SLC6A19
Cc1cccc([C@H](C)c2cnc[nH]2)c1C;-6.53787;5;nur SLC6A19
Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12;-6.9098;5;nur SLC6A19
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O;-6.29613;5;nur SLC6A19
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O;-6.96202;5;nur SLC6A19
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O;-4.99268;5;nur SLC6A19
Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1;-6.64708;5;nur SLC6A19
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1;-4.37579;5;nur SLC6A19
Clc1cc(Cl)c(OCC#CI)cc1Cl;-3.88711;5;nur SLC6A19
Clc1cccc(Cl)c1N=C1NCCN1;-3.51842;5;nur SLC6A19
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O;-5.40396;5;nur SLC6A19
Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O;-7.17849;5;nur SLC6A19
Cn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O;-6.44709;5;nur SLC6A19
Cn1cc([S@@](C)=O)c(=O)c2ccc(F)cc21;-6.47694;5;nur SLC6A19
Cn1cc([S@](C)=O)c(=O)c2ccc(F)cc21;-6.81412;5;nur SLC6A19
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br;-4.22464;5;nur SLC6A19
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;-5.71547;5;nur SLC6A19
FC(F)(F)c1cccc([C@@H]2CNCCO2)c1;-3.68783;5;nur SLC6A19
FC(F)(F)c1cccc([C@@H]2C[NH2+]CCO2)c1;-4.94254;5;nur SLC6A19
FC(F)(F)c1cccc([C@H]2CNCCO2)c1;-2.78412;5;nur SLC6A19
FC(F)(F)c1cccc([C@H]2C[NH2+]CCO2)c1;-6.94678;5;nur SLC6A19
N#Cc1ccc([C@H]2CCc3c[nH+]cn32)c(F)c1;-6.66267;5;nur SLC6A19
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1;-7.48789;5;nur SLC6A19
NC(=O)N/N=C1\C=Cc2ccccc2C1=O;-8.02924;5;nur SLC6A19
NC(=O)OC[C@H](O)COc1ccc(Cl)cc1;-4.29608;5;nur SLC6A19
NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-];-5.94644;5;nur SLC6A19
NC(=O)c1[nH+]cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1[O-];-6.34053;5;nur SLC6A19
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1;-7.58942;5;nur SLC6A19
NC(=O)c1cn(Cc2c(F)cccc2F)nn1;-7.7227;5;nur SLC6A19
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N;-8.48233;5;nur SLC6A19
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1[O-];-8.21623;5;nur SLC6A19
NC(=S)N/N=C/c1ncccc1N;-7.01756;5;nur SLC6A19
NC(=[NH2+])N/N=C/c1c(Cl)cccc1Cl;-4.75088;5;nur SLC6A19
NC(=[NH2+])NC(=O)Cc1c(Cl)cccc1Cl;-4.75342;5;nur SLC6A19
NC(=[NH2+])NCCN1CCCCCCC1;-3.0534;5;nur SLC6A19
NC(=[NH2+])NCC[NH+]1CCCCCCC1;-6.11084;5;nur SLC6A19
NC(=[NH2+])NC[C@@H]1COC2(CCCCC2)O1;-6.38338;5;nur SLC6A19
NC(=[NH2+])NC[C@H]1COC2(CCCCC2)O1;-6.2411;5;nur SLC6A19
NC(=[NH2+])c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1;-7.7071;5;nur SLC6A19
NC(N)=N/C(N)=[NH+]\CCc1ccccc1;-4.87508;5;nur SLC6A19
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N;-5.11346;5;nur SLC6A19
NC1=[N+](Cc2[nH]c(=O)[nH]c(=O)c2Cl)CCC1;-6.29002;5;nur SLC6A19
NCCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-];-2.51452;5;nur SLC6A19
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1;-7.73378;5;nur SLC6A19
N[C@H](CO)C(=O)NNCc1ccc(O)c(O)c1O;-4.42584;5;nur SLC6A19
Nc1c2c([nH+]c3ccccc13)CCCC2;-7.32099;5;nur SLC6A19
Nc1cc(-c2ccncc2)c[nH]c1=O;-6.49599;5;nur SLC6A19
Nc1cc(Cl)ccc1C(=O)C[C@@H](N)C(=O)[O-];-4.32493;5;nur SLC6A19
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-];-7.56975;5;nur SLC6A19
Nc1ccc(/N=N/c2ccccc2)c(N)[nH+]1;-1.70609;5;nur SLC6A19
Nc1ccc(/N=N/c2ccccc2)c(N)n1;-4.24718;5;nur SLC6A19
Nc1ccc(S(=O)(=O)/N=c2\[nH]ccs2)cc1;-4.0615;5;nur SLC6A19
Nc1ccn(C[C@@H](CO)OCP(=O)([O-])O)c(=O)n1;-6.6133;5;nur SLC6A19
Nc1ccn(C[C@@H](CO)OCP(=O)([O-])[O-])c(=O)n1;-6.78833;5;nur SLC6A19
Nc1nc(N)c(-c2cccc(Cl)c2Cl)n[nH+]1;-3.35337;5;nur SLC6A19
Nc1nc2[nH]cnc2c(OCc2ccccc2)[nH+]1;-3.19343;5;nur SLC6A19
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1;-5.19102;5;nur SLC6A19
Nc1nc2ccc(OC(F)(F)F)cc2s1;-6.49242;5;nur SLC6A19
Nc1ncc2ncn(CC3(OCP(=O)([O-])O)CC3)c2n1;-7.16527;5;nur SLC6A19
Nc1ncc2ncn(CC3(OCP(=O)([O-])[O-])CC3)c2n1;-5.92843;5;nur SLC6A19
Nc1ncnc2c1ncn2CCOCP(=O)([O-])O;-6.08516;5;nur SLC6A19
Nc1ncnc2c1ncn2CCOCP(=O)([O-])[O-];-5.08927;5;nur SLC6A19
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;-4.51171;5;nur SLC6A19
O=C(CCBr)N1CCN(C(=O)CCBr)CC1;-3.9425;5;nur SLC6A19
O=C(C[NH2+][C@@H]1CCNC1)N1CCC[C@H]1B(O)O;-4.58725;5;nur SLC6A19
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1;-2.33836;5;nur SLC6A19
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl;-5.44133;5;nur SLC6A19
O=C([O-])/C=C/c1ccc(Cn2cc[nH+]c2)cc1;-7.03796;5;nur SLC6A19
O=C([O-])/C=C/c1ccc(O)c(O)c1;-6.32671;5;nur SLC6A19
O=C([O-])CCCC(=O)NCCc1c[nH]c[nH+]1;-3.63317;5;nur SLC6A19
O=C([O-])CCCC(=O)NCCc1cnc[nH]1;-2.59052;5;nur SLC6A19
O=C([O-])CCCCCCCC(=O)[O-];-1.00224;5;nur SLC6A19
O=C([O-])CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21;-5.61759;5;nur SLC6A19
O=C([O-])CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-];-2.76473;5;nur SLC6A19
O=C([O-])CSCC(=O)N[C@@H]1CCSC1=O;-5.69626;5;nur SLC6A19
O=C([O-])Cc1ccc(-c2ccccc2)cc1;-6.52994;5;nur SLC6A19
O=C1CC[C@H](NC(=O)Cc2ccccc2)C(=O)N1;0.45489;5;nur SLC6A19
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1;-6.10974;5;nur SLC6A19
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1;-3.46485;5;nur SLC6A19
O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1;-7.80069;5;nur SLC6A19
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1;-5.19626;5;nur SLC6A19
O=NN(CCCl)C(=O)NC1CCCCC1;-5.65769;5;nur SLC6A19
O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)([O-])O;-5.33373;5;nur SLC6A19
O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O;-4.63466;5;nur SLC6A19
O=P([O-])([O-])[C@@](O)(Cc1ccc[nH+]c1)P(=O)([O-])O;-4.09671;5;nur SLC6A19
O=P([O-])([O-])[C@@](O)(Cc1cccnc1)P(=O)([O-])O;-5.07301;5;nur SLC6A19
O=P([O-])([O-])[C@](O)(Cc1ccc[nH+]c1)P(=O)([O-])O;-4.77349;5;nur SLC6A19
O=P([O-])([O-])[C@](O)(Cc1cccnc1)P(=O)([O-])O;-5.01673;5;nur SLC6A19
O=S(=O)([O-])CCSSCCS(=O)(=O)[O-];-5.81584;5;nur SLC6A19
O=c1[n-]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br;-3.46685;5;nur SLC6A19
O=c1[n-]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F;-5.31854;5;nur SLC6A19
O=c1[n-]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I;-4.12985;5;nur SLC6A19
O=c1[n-]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12;-3.2088;5;nur SLC6A19
O=c1[n-]cnc2c1[nH+]cn2[C@H]1CC[C@@H](CO)O1;-4.93483;5;nur SLC6A19
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br;-3.44825;5;nur SLC6A19
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F;-6.73509;5;nur SLC6A19
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F;-6.36167;5;nur SLC6A19
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I;-6.3334;5;nur SLC6A19
O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12;-4.37043;5;nur SLC6A19
O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12;-6.0055;5;nur SLC6A19
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;-5.27212;5;nur SLC6A19
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1;-7.67824;5;nur SLC6A19
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1;-8.05594;5;nur SLC6A19
O=c1nc[nH]c2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12;-6.00126;5;nur SLC6A19
OC[C@H]1O[C@@H](n2c[nH+]c3c2N=CNC[C@H]3O)C[C@@H]1O;-6.48352;5;nur SLC6A19
[H]/N=C(/N)N/N=C(C)/C=N/N=C(N)N;-3.43444;5;nur SLC6A19
[H]/N=C(/N)N/N=C/C(C)=N/N=C(N)N;-5.50318;5;nur SLC6A19
[H]/N=C(/N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1;-6.56512;5;nur SLC6A19
[H]/N=C(/N=C(N)N)NCCCCCC;0.683412;5;nur SLC6A19
[H]/N=C(\N)N/N=C(C)/C=N/N=C(N)N;-4.3886;5;nur SLC6A19
[H]/N=C(\N)N/N=C/C(C)=N/N=C(N)N;-5.05157;5;nur SLC6A19
[H]/N=C(\N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1;-7.07001;5;nur SLC6A19
[H]/N=C(\N=C(N)N)NCCCCCC;0.721958;5;nur SLC6A19
[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@@H](F)[C@@H]1O;-5.25401;5;nur SLC6A19
[NH3+]CCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-];-6.12167;5;nur SLC6A19
[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-];-3.3408;5;nur SLC6A19
[NH3+][C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)[O-];-7.19995;5;nur SLC6A19
[NH3+][C@@H](Cc1ccc(OP(=O)([O-])O)c(O)c1)C(=O)[O-];-5.90876;5;nur SLC6A19
[NH3+][C@@H](Cc1ccc(OP(=O)([O-])[O-])c(O)c1)C(=O)[O-];-6.72548;5;nur SLC6A19
[NH3+][C@H](CO)C(=O)NNCc1ccc(O)c(O)c1O;-5.4834;5;nur SLC6A19
[O-][n+]1c(CO)c(CO)[n+]([O-])c2ccccc21;-5.22189;5;nur SLC6A19
c1ccc([C@H]2CN3CCSC3=N2)cc1;-3.9729;5;nur SLC6A19
c1ccc2[nH]c(-c3cscn3)nc2c1;-5.86867;5;nur SLC6A19
c1ccc2c(CC3=[NH+]CCN3)cccc2c1;-4.87894;5;nur SLC6A19
c1ccc2cc([C@]34C[NH2+]C[C@H]3C4)ccc2c1;-6.73847;5;nur SLC6A19
c1cnc2c(c1)O[C@H]1CC[N@@H+]3CC[C@@]1(C2)C3;-7.16715;5;nur SLC6A19
c1cnc2cc3c(cc2n1)[C@@H]1C[NH2+]C[C@H]3C1;-7.89762;5;nur SLC6A19
C=CC[C@@]1([C@H](C)CCC)C(=O)[N-]C(=O)NC1=O;5;-2.7635;nur SLC6A20
C=CC[C@]1([C@@H](C)CCC)C(=O)[N-]C(=O)NC1=O;5;-2.56242;nur SLC6A20
CC[C@H](C)C(C)(COC(N)=O)COC(N)=O;5;1.93238;nur SLC6A20
NC(=O)OCC(COC(N)=O)c1ccccc1;5;-5.74718;nur SLC6A20
NNc1n[nH+]c(NN)c2ccccc12;5;-6.54811;nur SLC6A20
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];5;-1.64582;nur SLC6A20
Oc1c(Br)cc(Br)c2cccnc12;5;-3.0975;nur SLC6A20
S1SSSSSSS1;5;-4.20979;nur SLC6A20
[O-]c1c(Br)cc(Br)c2cccnc12;5;-3.77207;nur SLC6A20
